220	1924	3614	54
221	2729	1478	65
222	2603	772	21
223	1722	3256	23
224	1914	2939	6
225	1026	422	51
226	437	4143	25
227	2952	834	6
228	3024	4678	68
229	785	4681	70
230	43	4138	6
231	2344	1399	6
232	970	4674	73
233	1715	1372	20
234	1924	3614	22
235	1554	1083	6
236	1112	2985	62
237	2903	665	3
238	570	2607	6
239	34	3376	15
240	1077	2481	6
241	1735	2020	6
242	2614	3143	18
243	204	728	45
244	478	3880	68
245	2657	1766	60
246	1362	4330	47
247	1554	2657	6
248	1125	1826	67
249	804	2868	7
250	804	1914	50
251	430	748	24
252	1071	2175	68
253	1090	4679	42
254	376	1491	6
255	904	2858	18
256	1593	196	6
257	526	1208	6
258	3631	1975	18
259	2017	1223	33
260	2653	3427	54
261	3300	495	22
262	1298	1767	11
263	3430	3115	67
264	1715	4285	74
265	335	2132	32
266	2898	1557	73
267	3242	1382	47
268	570	4414	6
269	376	1951	6
270	570	3057	6
271	1737	3499	67
272	1877	1361	22
273	3407	82	68
274	3655	2320	11
275	79	2448	6
276	2506	2424	68
277	242	1713	22
278	2109	3137	54
279	124	750	60
280	1077	3769	6
281	1112	4429	33
282	709	425	68
283	2353	155	11
284	1511	209	25
285	1452	3032	28
286	2559	2942	6
287	1402	628	49
288	2347	4110	6
289	268	2794	25
290	641	3570	27
291	3391	350	73
292	9	1180	1
293	79	2557	6
294	2334	4725	25
295	0	0	0
296	2347	4414	6
297	3550	3890	61
298	1724	2539	11
299	2892	959	67
300	3481	404	79
301	570	3205	6
302	1975	4330	79
303	1844	1565	54
304	1066	3384	39
305	3115	2664	73
306	2238	1517	49
307	1735	2559	6
308	2735	2592	18
309	430	2205	24
310	3282	985	79
311	2612	4330	31
312	2347	4414	6
313	1639	3116	41
314	2079	2900	79
315	1784	4313	71
316	804	1496	25
317	2752	1893	68
318	0	0	0
319	2914	885	73
320	710	2677	6
321	804	1604	39
322	1077	510	6
323	3550	2236	32
324	1406	3411	41
325	2843	2834	33
326	804	1496	41
327	904	1480	11
328	280	1784	79
329	2864	1290	6
330	984	1110	54
331	804	567	18
332	857	2446	25
333	1077	2607	6
334	1352	1956	3
335	1066	3384	41
336	1963	3612	6
337	1790	3919	73
338	1660	4293	18
339	1337	2494	25
340	2347	435	6
341	1816	1324	33
342	0	0	0
343	1951	4438	71
344	2773	4591	21
345	2145	81	68
346	1914	2103	6
347	2944	1294	79
348	1373	1564	79
349	0	0	0
350	16	3588	18
351	79	1345	6
352	1914	833	6
353	2973	47	54
354	3567	666	37
355	1901	1147	6
356	3631	369	29
357	3104	2072	60
358	3025	949	49
359	3569	3076	22
360	2507	4414	6
361	2643	397	68
362	174	776	6
363	2347	1102	6
364	3047	101	32
365	9	2958	51
366	1831	1084	32
367	1062	2165	77
368	335	622	32
369	1862	3376	6
370	988	3233	73
371	3187	3852	68
372	904	1824	50
373	1709	3519	60
374	1077	4616	6
375	282	3385	54
376	804	1845	32
377	1546	2595	60
378	749	3807	14
379	1914	2103	6
380	3631	4283	30
381	836	2425	6
382	3448	4297	23
383	1859	336	6
384	1187	1417	40
385	2814	4547	6
386	2614	2880	25
387	880	4717	77
388	3319	427	71
389	2543	1831	32
390	3414	1507	54
391	904	236	11
392	688	840	25
393	3121	1484	39
394	804	3458	32
395	79	3376	6
396	3429	989	23
397	3631	1967	18
398	1676	954	45
399	753	2842	12
400	812	877	41
401	2268	72	75
402	904	236	39
403	79	1862	6
404	2933	3342	22
405	1715	4285	24
406	1753	1739	26
407	856	4056	68
408	564	928	6
409	79	2607	6
410	570	2559	6
411	3310	2370	6
412	2746	66	57
413	3648	428	54
414	847	3164	79
415	2176	2424	60
416	3376	1605	6
417	2767	1871	11
418	1080	12	26
419	570	1411	6
420	3429	1865	44
421	2494	2497	25
422	2814	3095	6
423	1367	4548	60
424	1070	3055	3
425	1077	510	6
426	1647	481	6
427	1264	3593	54
428	904	2858	32
429	1374	17	54
430	904	1521	39
431	3631	1975	11
432	1770	2424	6
433	1912	4409	45
434	2272	2424	70
435	79	1151	6
436	804	1914	50
437	1077	3502	6
438	1816	1157	33
439	897	1189	6
440	2814	4547	6
441	1767	2630	54
442	1090	287	64
443	3235	3029	32
444	3631	1901	20
445	1463	2743	27
446	1855	1460	11
447	1034	3974	6
448	2653	2035	54
449	1066	612	17
450	2516	381	51
451	3400	2841	6
452	2347	2370	6
453	1670	3922	6
454	3503	3808	6
455	1228	3925	54
456	428	916	60
457	0	0	0
458	52	2991	23
459	2748	3495	6
460	34	1390	15
461	1450	2424	6
462	1322	1781	25
463	2507	539	6
464	3088	2032	73
465	1228	3925	54
466	612	3491	71
467	1112	4429	62
468	2043	4671	6
469	3142	4292	13
470	1633	3770	20
471	2777	2121	22
472	904	2139	25
473	172	1385	42
474	3000	1908	42
475	3193	4116	73
476	560	1285	79
477	1784	4409	62
478	180	2043	74
479	1440	4159	75
480	583	3311	79
481	2347	173	6
482	2679	3218	23
483	1770	2929	6
484	570	1284	6
485	2746	66	28
486	1862	3747	6
487	2553	3237	53
488	1291	1965	66
489	480	2608	28
490	2784	3026	79
491	2353	155	11
492	1047	931	60
493	2414	1548	25
494	1715	579	32
495	0	0	0
496	782	3982	6
497	2276	3771	6
498	804	1604	25
499	1945	4610	6
500	2296	2223	62
501	570	1073	6
502	2814	3365	6
503	1420	3356	3
504	372	1287	68
505	804	1842	25
506	2043	4671	6
507	79	3098	6
508	1487	4719	73
509	904	236	74
510	2347	4110	6
511	2077	3324	32
512	2843	2834	33
513	1784	3667	71
514	1975	3732	79
515	128	2170	28
516	904	2753	74
517	3235	3029	32
518	3312	4658	22
519	0	0	0
520	59	4698	7
521	160	1012	3
522	66	3545	73
523	124	2349	60
524	3122	288	65
525	2145	81	67
526	2843	2834	33
527	2973	1946	54
528	3550	1386	17
529	160	1012	77
530	3369	1694	21
531	1125	1673	75
532	917	2176	6
533	52	4221	67
534	804	1914	39
535	3009	969	32
536	2352	4454	6
537	2603	2424	21
538	168	4109	14
539	1077	4216	6
540	2814	4547	6
541	1128	3685	6
542	3550	3890	61
543	1868	3349	79
544	3002	2518	6
545	1200	1204	41
546	2620	4414	6
547	804	1914	41
548	2869	933	51
549	593	935	67
550	1784	3586	71
551	630	915	79
552	79	950	6
553	1513	804	22
554	3550	2837	32
555	3631	403	18
556	904	2515	25
557	3050	3490	71
558	2476	2050	6
559	2952	4553	6
560	1066	2619	32
561	3088	2032	73
562	556	3494	49
563	2283	4123	18
564	1862	2906	6
565	1307	3544	6
566	2765	1558	49
567	1744	2424	60
568	804	1842	7
569	79	1102	6
570	3002	2518	6
571	1940	1697	67
572	2860	2184	79
573	3550	2236	25
574	1375	2612	73
575	3474	2954	6
576	216	4568	65
577	2973	2684	54
578	2093	301	22
579	1037	2607	6
580	1612	527	73
581	840	2186	22
582	2814	1151	6
583	2881	4096	11
584	1768	1251	61
585	3375	1960	45
586	1032	2173	21
587	548	1553	6
588	1278	3385	54
589	804	2718	24
590	1032	4132	21
591	323	2583	15
592	1337	2494	18
593	964	421	6
594	2814	1119	6
595	904	2515	18
596	3161	4330	8
597	1770	2929	6
598	570	1724	6
599	1077	4151	6
600	710	3573	6
601	335	1990	14
602	3646	793	6
603	79	3095	6
604	3631	3715	41
605	1077	2370	6
606	1601	2429	3
607	1525	1582	39
608	631	2095	41
609	3046	305	67
610	2026	4250	79
611	2756	4223	60
612	1715	4011	32
613	2717	2345	6
614	376	3846	6
615	34	129	15
616	61	511	77
617	3631	4113	17
618	1816	727	45
619	1667	4439	19
620	1502	2661	15
621	1947	1959	68
622	3259	2884	71
623	3461	4653	75
624	2495	1984	8
625	843	4419	73
626	3631	401	39
627	2843	2834	71
628	2101	1753	25
629	904	3582	25
630	1715	1372	25
631	1459	2399	79
632	2814	1773	6
633	2077	3324	74
634	2982	2022	75
635	0	0	0
636	1964	4456	75
637	1077	470	6
638	0	0	0
639	1457	4050	15
640	160	1012	3
641	79	4414	6
642	1032	220	12
643	1630	1570	6
644	3235	3733	24
645	1554	1869	6
646	1945	1279	6
647	2511	2711	11
648	268	1481	25
649	2507	2622	6
650	3442	3947	6
651	3086	2101	54
652	893	4198	38
653	804	1914	30
654	3507	3736	73
655	1112	750	60
656	2024	3498	13
657	1777	109	73
658	79	2066	6
659	1846	1567	11
660	2314	4564	61
661	0	0	0
662	2735	2592	39
663	570	1073	6
664	2580	1200	3
665	292	3578	8
666	1554	1869	6
667	449	844	22
668	897	4031	6
669	1784	3444	71
670	3631	1967	40
671	2944	1294	79
672	12	3314	68
673	2614	3143	25
674	3592	3636	6
675	3050	3329	71
676	1128	3376	6
677	385	3352	18
678	3631	369	29
679	3481	397	79
680	804	1845	39
681	904	962	25
682	2908	1126	61
683	2656	1568	32
684	1290	4140	11
685	1104	1805	11
686	2814	1151	6
687	1445	2617	70
688	3503	3867	6
689	804	1914	32
690	2861	4027	67
691	3210	170	55
692	1077	2340	6
693	804	4274	24
694	2583	469	3
695	633	3600	17
696	1020	269	23
697	536	427	71
698	11	4169	6
699	10	1658	79
700	753	589	12
701	1415	1621	79
702	10	1658	79
703	3631	1975	39
704	1829	1222	6
705	2707	3992	74
706	1914	2243	6
707	904	236	11
708	3550	3890	61
709	847	366	79
710	1798	4231	32
711	904	2904	7
712	1066	2329	50
713	3276	3543	6
714	1037	2559	6
715	1235	2975	2
716	1112	2985	60
717	616	1601	77
718	2127	2521	24
719	1276	2666	53
720	2150	2298	11
721	2347	2193	6
722	1034	3974	6
723	2772	157	68
724	904	4241	32
725	3351	1938	68
726	1798	4231	14
727	1758	2380	23
728	3201	3756	22
729	2841	2589	61
730	1255	4597	43
731	3036	1651	73
732	1784	3667	60
733	1410	2944	44
734	1502	2661	15
735	0	0	0
736	2108	3086	65
737	1077	1850	6
738	0	0	0
739	1990	513	22
740	1729	3006	8
741	385	2337	39
742	1066	3717	39
743	3060	123	79
744	2841	4510	30
745	3162	3404	6
746	260	1248	6
747	2037	4658	22
748	254	2075	6
749	2814	1644	6
750	836	3584	6
751	2188	1128	13
752	3208	1945	54
753	548	1970	6
754	3259	4409	60
755	418	77	18
756	365	3260	73
757	0	0	0
758	1228	3777	54
759	3260	1773	6
760	3237	4339	76
761	804	4289	53
762	0	0	0
763	1066	1700	41
764	2914	885	73
765	177	99	32
766	872	4661	43
767	3298	2437	27
768	3358	4373	73
769	1975	3732	79
770	189	3423	21
771	1722	3256	23
772	1914	2634	6
773	1798	2901	18
774	172	706	19
775	3532	4240	60
776	376	3846	6
777	79	1477	6
778	1412	2321	17
779	322	4132	51
780	2071	571	6
781	1525	3286	39
782	3099	3594	67
783	3410	2214	22
784	2869	933	51
785	3550	2575	30
786	583	3311	73
787	537	3507	79
788	904	3960	11
789	427	2694	43
790	376	1951	6
791	423	3002	60
792	471	1683	61
793	1987	2504	78
794	1066	2619	74
795	1816	727	71
796	180	3912	50
797	804	2237	39
798	1412	2421	17
799	2405	906	41
800	1672	3164	79
801	2875	3364	65
802	1134	1787	68
803	160	1012	3
804	1066	2619	7
805	1134	1787	68
806	595	4406	9
807	630	915	79
808	230	1331	15
809	804	3826	32
810	2983	1855	6
811	376	1491	6
812	2462	2607	6
813	2347	2370	6
814	1145	4728	65
815	1647	2851	6
816	3245	2126	73
817	425	2875	67
818	897	1719	6
819	2620	2424	6
820	1200	1925	25
821	1772	4330	6
822	885	4089	6
823	2976	2838	9
824	3550	1523	30
825	201	828	70
826	2493	2458	59
827	904	1824	53
828	2037	4658	22
829	1722	3256	23
830	2721	577	65
831	1616	4612	47
832	262	1395	68
833	595	249	6
834	1104	1805	11
835	1035	4122	79
836	688	3021	25
837	1647	3181	6
838	2582	4208	22
839	1639	1165	20
840	2409	4240	3
841	1264	4244	54
842	570	4414	6
843	25	2835	6
844	132	3526	78
845	243	1501	67
846	3346	1273	73
847	2648	4352	59
848	3161	1780	17
849	79	3407	6
850	595	865	6
851	3631	403	29
852	3115	2664	73
853	570	4414	6
854	518	2967	45
855	3550	3890	61
856	3268	3584	6
857	804	1496	8
858	2780	448	6
859	663	2241	71
860	750	4033	8
861	2347	4110	6
862	2937	3820	6
863	2843	2834	33
864	3525	2715	79
865	782	3797	6
866	2653	1613	22
867	595	1758	6
868	180	3250	53
869	2651	1322	70
870	1077	1277	6
871	3043	1532	10
872	1975	3732	79
873	79	2424	6
874	3569	4208	22
875	2614	3143	25
876	804	4428	32
877	570	2559	6
878	376	3846	6
879	1066	2619	39
880	0	0	0
881	863	717	6
882	804	4274	50
883	1405	4594	79
884	570	2663	6
885	174	2412	6
886	2665	400	32
887	432	4444	6
888	0	0	0
889	2420	2607	6
890	3541	3607	25
891	0	0	0
892	1810	2751	79
893	804	1845	25
894	1647	2034	6
895	1670	812	6
896	3178	3037	37
897	1082	1610	21
898	1975	3732	79
899	570	3057	6
900	977	2008	68
901	260	406	6
902	2843	2834	71
903	3631	369	18
904	1777	109	73
905	430	748	24
906	1360	460	54
907	1749	4073	27
908	1914	2874	6
909	593	935	68
910	79	249	6
911	3475	4041	3
912	1112	2985	33
913	2347	799	6
914	1066	613	32
915	2507	3937	6
916	2704	3488	19
917	566	1983	67
918	2178	1001	23
919	1077	1692	6
920	548	1970	6
921	3550	3890	25
922	3550	2236	32
923	2283	3957	8
924	3080	3461	75
925	3629	1070	79
926	11	4169	6
927	1035	4122	73
928	1066	639	50
929	2920	3665	47
930	1693	2717	67
931	288	1756	25
932	812	877	29
933	276	267	54
934	570	1073	6
935	2043	2370	6
936	2412	1868	3
937	2717	3093	6
938	812	877	11
939	1601	4041	3
940	3038	4782	44
941	1587	654	67
942	2179	3433	25
943	1130	1269	75
944	466	1657	73
945	11	941	6
946	2755	1518	23
947	79	2424	6
948	383	1003	54
949	804	2868	18
950	376	1491	6
951	468	4537	10
952	3542	1431	62
953	2427	4281	68
954	2746	66	7
955	990	4057	22
956	457	1773	6
957	3631	4283	36
958	2162	2266	25
959	2383	2530	22
960	1015	445	54
961	2922	306	49
962	1784	3667	71
963	2126	3993	20
964	904	2753	74
965	3300	2324	22
966	9	3400	35
967	2723	213	25
968	3397	3068	55
969	3211	2839	21
970	1235	2433	19
971	1997	3004	61
972	52	4221	73
973	1814	1464	73
974	3259	2884	33
975	180	3250	74
976	1145	1020	65
977	3503	3867	6
978	207	3615	15
979	2725	1623	40
980	3259	2884	33
981	0	0	0
982	3235	4303	32
983	79	2448	6
984	1554	2318	6
985	3105	3775	6
986	0	0	0
987	804	4428	74
988	857	1878	25
989	3192	338	73
990	595	865	6
991	804	4289	32
992	897	2559	6
993	2178	1001	23
994	2614	2491	25
995	898	2423	60
996	777	1804	73
997	290	1332	21
998	2814	1644	6
999	413	680	6
1000	1412	521	17
1001	1322	1781	25
1002	3632	4436	68
1003	7	2182	68
1004	982	1935	6
1005	1770	4589	6
1006	3345	2092	6
1007	1066	612	32
1008	1856	2941	79
1009	2799	3306	6
1010	3282	985	79
1011	1987	2607	78
1012	1856	2941	79
1013	2954	2187	6
1014	0	0	0
1015	898	4603	60
1016	79	4362	6
1017	282	1633	54
1018	847	3164	79
1019	1933	1951	6
1020	3483	3856	51
1021	3259	2884	62
1022	2843	2834	62
1023	595	249	6
1024	1945	4519	6
1025	804	1914	74
1026	3631	1975	61
1027	3496	344	79
1028	1816	3153	33
1029	3067	4768	67
1030	2283	399	8
1031	3161	145	17
1032	1128	3685	6
1033	3065	4330	22
1034	1935	3860	6
1035	3489	2531	22
1036	2988	1449	71
1037	1998	3552	21
1038	1419	2424	29
1039	426	3104	3
1040	3234	1334	43
1041	1066	4469	25
1042	2077	2509	53
1043	2347	2559	6
1044	466	1657	73
1045	1515	1112	69
1046	2906	2997	6
1047	1200	2703	25
1048	871	3531	35
1049	1622	4414	6
1050	73	3923	42
1051	1969	246	68
1052	79	3227	6
1053	3294	701	79
1054	1904	2533	68
1055	2745	4433	61
1056	3300	2324	22
1057	3161	145	17
1058	1722	3256	23
1059	153	4541	73
1060	2814	1644	6
1061	1077	1853	6
1062	2814	1151	6
1063	1630	1570	6
1064	2276	3771	6
1065	856	4056	70
1066	1525	3286	39
1067	709	3347	67
1068	1585	4386	68
1069	79	2424	6
1070	2698	4167	67
1071	278	1195	3
1072	1125	1673	79
1073	1672	3164	79
1074	79	1102	6
1075	804	1604	32
1076	1128	2278	6
1077	1715	1723	24
1078	72	3671	79
1079	570	2607	6
1080	1351	3151	41
1081	2347	3179	6
1082	1475	1596	73
1083	3481	404	79
1084	1224	1105	75
1085	1066	3717	18
1086	2752	1893	67
1087	570	1073	6
1088	2869	933	51
1089	3550	2388	8
1090	2843	2834	33
1091	3259	4409	71
1092	2347	4110	6
1093	1975	3732	79
1094	2320	3344	6
1095	1945	1345	6
1096	305	1275	73
1097	1884	463	71
1098	183	576	62
1099	3019	833	6
1100	1130	2564	75
1101	2553	3796	53
1102	1264	4244	54
1103	842	2516	22
1104	1066	2619	76
1105	3569	2930	22
1106	3550	3890	61
1107	41	992	60
1108	1593	4414	6
1109	3631	403	39
1110	3259	2884	71
1111	904	2515	25
1112	536	2217	60
1113	661	4538	6
1114	1415	1621	79
1115	1267	3681	74
1116	1066	2619	18
1117	2036	1428	68
1118	11	4169	6
1119	3631	3715	11
1120	3391	1044	73
1121	2614	3143	18
1122	423	3002	60
1123	2848	4143	14
1124	966	1904	28
1125	3633	2116	43
1126	335	2692	11
1127	464	2551	8
1128	332	3848	73
1129	79	3227	6
1130	1437	2970	65
1131	3352	1661	13
1132	3259	2884	33
1133	595	3254	6
1134	2971	474	6
1135	79	2424	6
1136	1945	249	6
1137	2746	108	11
1138	2485	2239	19
1139	706	1408	8
1140	1647	2584	6
1141	836	2394	6
1142	1066	1700	17
1143	1384	4470	6
1144	774	758	73
1145	1945	1279	6
1146	612	3491	71
1147	880	2070	3
1148	836	2607	6
1149	2103	727	62
1150	3174	487	6
1151	1640	3126	67
1152	555	3158	3
1153	3597	4548	10
1154	1647	3354	6
1155	338	1896	41
1156	2875	3364	68
1157	3601	3271	22
1158	2121	708	53
1159	1597	1867	75
1160	1037	2983	6
1161	1340	3720	73
1162	3050	3329	71
1163	1278	2342	31
1164	2869	933	51
1165	1487	4719	73
1166	904	2139	32
1167	904	2858	11
1168	79	1891	6
1169	2076	1282	70
1170	1637	857	3
1171	1715	1723	74
1172	1490	1071	73
1173	2276	2424	6
1174	242	1713	22
1175	2170	2413	60
1176	2347	2607	6
1177	2814	1671	6
1178	2380	1681	47
1179	2446	2635	44
1180	2056	731	73
1181	911	4270	68
1182	1077	1692	6
1183	1419	1034	25
1184	2973	4244	54
1185	2835	3785	28
1186	1066	2619	53
1187	2634	4240	45
1188	376	2559	6
1189	2843	2834	60
1190	471	2333	20
1191	1256	2568	3
1192	1047	3113	60
1193	333	1492	3
1194	1610	3613	73
1195	3483	3856	51
1196	376	3846	6
1197	2250	991	6
1198	1502	2661	15
1199	1723	2558	67
1200	3631	1975	18
1201	931	752	60
1202	2170	4479	71
1203	3550	3850	74
1204	1715	1372	24
1205	1375	4500	67
1206	2554	2994	6
1207	2347	3243	6
1208	804	3960	74
1209	1131	1513	79
1210	904	754	74
1211	304	4021	65
1212	897	433	6
1213	3496	344	79
1214	557	1894	54
1215	3631	401	41
1216	1077	1064	6
1217	2347	1277	6
1218	1670	812	6
1219	3098	2942	6
1220	1912	2005	45
1221	698	4329	6
1222	836	2607	6
1223	1128	2838	6
1224	570	3057	6
1225	1777	109	73
1226	2283	264	8
1227	2415	2452	61
1228	1112	4429	62
1229	2964	1061	63
1230	904	2515	25
1231	3087	1986	65
1232	1419	1421	8
1233	1066	3717	17
1234	376	1583	6
1235	282	1633	43
1236	116	437	6
1237	3550	3890	41
1238	904	3255	32
1239	904	2515	74
1240	2468	3132	6
1241	34	1755	79
1242	2790	2118	75
1243	2511	2711	36
1244	79	2424	6
1245	898	4603	60
1246	1511	209	11
1247	1077	510	6
1248	2614	2909	25
1249	1715	1723	32
1250	3631	3840	18
1251	915	732	73
1252	376	1491	6
1253	821	453	6
1254	1568	168	23
1255	804	2636	50
1256	890	2240	30
1257	1969	2260	68
1258	708	1060	22
1259	140	1069	6
1260	3109	1873	41
1261	1278	3297	54
1262	345	2759	68
1263	547	2888	39
1264	52	2991	67
1265	1627	3112	53
1266	808	2343	20
1267	1707	2467	72
1268	1937	4320	32
1269	3546	3304	71
1270	2952	2785	6
1271	1273	4597	54
1272	23	3271	22
1273	836	2370	6
1274	2756	1868	71
1275	788	3838	33
1276	770	3300	60
1277	1554	938	6
1278	3369	4597	37
1279	79	1685	6
1280	1715	241	24
1281	804	3575	24
1282	804	1914	25
1283	2403	1006	37
1284	999	674	79
1285	34	1798	15
1286	2017	3838	71
1287	1456	1055	9
1288	904	2515	74
1289	392	723	6
1290	1351	3700	17
1291	331	3565	78
1292	1459	575	79
1293	3631	369	26
1294	385	3352	26
1295	2398	221	8
1296	3631	878	39
1297	561	1620	3
1298	2278	1127	2
1299	0	0	0
1300	1931	252	73
1301	1715	1372	30
1302	3478	550	54
1303	570	3775	6
1304	1066	2619	74
1305	941	4618	79
1306	570	3705	6
1307	589	1072	7
1308	1715	4615	24
1309	2756	1868	71
1310	3412	3824	77
1311	168	2495	14
1312	904	4241	32
1313	2347	4110	6
1314	2864	1290	6
1315	966	1904	28
1316	2677	846	51
1317	965	2684	54
1318	503	960	13
1319	3310	3933	6
1320	1771	2517	27
1321	2493	913	54
1322	376	1491	6
1323	3282	985	79
1324	1173	2424	23
1325	3041	128	22
1326	124	1447	60
1327	1982	3420	67
1328	1640	3126	67
1329	3582	2291	43
1330	2746	66	32
1331	570	1495	6
1332	453	2670	40
1333	1623	1018	42
1334	3227	2516	13
1335	0	0	0
1336	1731	2424	43
1337	376	1491	6
1338	3503	421	6
1339	556	816	49
1340	2626	1609	54
1341	1068	1174	32
1342	2620	941	6
1343	213	1864	54
1344	2620	927	6
1345	2990	2912	6
1346	3248	4694	74
1347	2814	1119	6
1348	1244	2405	79
1349	1981	1829	6
1350	648	2953	73
1351	416	3763	53
1352	1032	2758	49
1353	1229	4093	43
1354	0	0	0
1355	1738	737	51
1356	2614	3143	25
1357	79	3227	6
1358	2980	1016	60
1359	1715	1723	24
1360	2869	2154	54
1361	1513	804	58
1362	1475	1596	73
1363	1601	3188	77
1364	376	1491	6
1365	180	888	32
1366	1862	3376	6
1367	9	529	22
1368	570	3057	6
1369	1235	1502	19
1370	3550	3890	39
1371	804	3575	20
1372	3462	4616	6
1373	2814	1644	6
1374	1066	612	32
1375	1623	4085	42
1376	2383	3825	22
1377	3097	3901	54
1378	3143	1327	32
1379	3483	3856	51
1380	1087	1875	9
1381	2767	1871	17
1382	3631	1975	18
1383	1502	2661	15
1384	1924	3614	54
1385	3273	2854	49
1386	2526	578	6
1387	1294	2158	79
1388	0	0	0
1389	1168	1525	68
1390	2786	1494	6
1391	79	799	6
1392	1077	2607	6
1393	3310	1486	6
1394	875	254	67
1395	1077	994	6
1396	3351	1938	75
1397	2821	4066	6
1398	719	4023	70
1399	1066	613	32
1400	79	3376	6
1401	570	3851	6
1402	2043	4671	6
1403	392	723	6
1404	759	1695	73
1405	79	3227	6
1406	1206	2424	73
1407	3088	2032	23
1408	2327	2061	62
1409	3481	3615	79
1410	3412	886	3
1411	1846	1302	11
1412	322	3998	49
1413	3550	4260	76
1414	2735	2592	39
1415	1066	917	17
1416	1639	1165	52
1417	2334	1543	25
1418	3631	369	41
1419	52	4221	67
1420	2596	741	18
1421	1673	1199	4
1422	335	1990	11
1423	897	1418	6
1424	3631	369	40
1425	3194	2730	23
1426	1364	4597	4
1427	2077	4472	32
1428	3050	3329	60
1429	2475	4425	37
1430	1862	2906	6
1431	1632	2825	79
1432	99	2700	6
1433	595	865	6
